root,x,y,z,length,forms,notes
منآ,25,26,1,3,1,['1']
منح,25,26,7,3,6,"['1', '3', '4', '5', '8', '10']"
منع,25,26,19,3,5,"['1', '3', '5', '6', '8']"
منى,25,26,29,3,3,"['1', '5', '10']"
مهج,25,27,6,3,2,"['1', '8']"
مهد,25,27,9,3,1,['4']
مهد,25,27,9,3,5,"(1) ['1', '2', '5', '8', '10']"
مهر,25,27,11,3,4,"['1', '2', '4', '5']"
مهل,25,27,24,3,2,"['4', '5']"
مهن,25,27,26,3,1,['8']
موآ,25,28,1,3,2,"['1', '4']"
موت,25,28,4,3,6,"['1', '2', '3', '4', '6', '10']"
موث,25,28,5,3,3,"['1', '4', '7']"
موج,25,28,6,3,2,"['1', '5']"
موذ,25,28,10,3,1,['1']
مور,25,28,11,3,3,"['1', '4', '5']"
موس,25,28,13,3,1,['1']
مول,25,28,24,3,1,['5']
موه,25,28,27,3,2,"['2', '4']"
ميت,25,29,4,3,1,['1']
ميث,25,29,5,3,6,"['1', '2', '4', '5', '7', '8']"
ميح,25,29,7,3,6,"['1', '2', '3', '5', '8', '10']"
ميد,25,29,9,3,3,"['1', '4', '8']"
مير,25,29,11,3,3,"['1', '4', '8']"
ميز,25,29,12,3,9,"['1', '2', '3', '4', '5', '6', '7', '8', '10']"
ميس,25,29,13,3,3,"['1', '4', '5']"
ميش,25,29,14,3,1,['1']
ميط,25,29,17,3,6,"['1', '2', '3', '4', '6', '10']"
ميع,25,29,19,3,2,"['4', '7']"
ميل,25,29,24,3,6,"['1', '2', '3', '5', '6', '10']"
نآ,26,1,0,2,2,"['R.Q.1', 'R.Q.2']"
نآت,26,1,4,3,1,['1']
نآث,26,1,5,3,2,"['1', '4']"
نآج,26,1,6,3,1,['1']
نآد,26,1,9,3,1,['1']
نآش,26,1,14,3,3,"['1', '6', '8']"
نام,26,2,25,3,5,"['1', '2', '3', '4', '10']"
ناى,26,2,29,3,3,"['1', '4', '10']"
نب,26,3,0,2,5,"['1', '2', '4', '5', 'R.Q.1']"
نبآ,26,3,1,3,6,"['1', '2', '3', '4', '5', '10']"
نبت,26,3,4,3,5,"['1', '2', '4', '5', '10']"
نبث,26,3,5,3,4,"['1', '6', '8', '10']"
نبج,26,3,6,3,1,['1']
نبح,26,3,7,3,4,"['1', '3', '4', '10']"
نبخ,26,3,8,3,1,['4']
نبذ,26,3,10,3,6,"['1', '2', '3', '4', '6', '8']"
نبر,26,3,11,3,2,"['1', '8']"
نبز,26,3,12,3,3,"['1', '2', '6']"
نبش,26,3,14,3,3,"['1', '5', '8']"
نبض,26,3,16,3,1,['4']
نبض,26,3,16,3,3,"(1) ['1', '2', '4']"
نبط,26,3,17,3,1,['10']
نبط,26,3,17,3,7,"(1) ['1', '2', '3', '4', '5', '8', '10']"
نبع,26,3,19,3,2,"['1', '4']"
نبه,26,3,27,3,4,"['1', '2', '5', '8']"
نبى,26,3,29,3,1,['1']
نت,26,4,0,2,4,"['1', '2', '5', 'R.Q.1']"
نتآ,26,4,1,3,2,"['1', '8']"
نتب,26,4,3,3,1,['1']
نتج,26,4,6,3,6,"['1', '2', '4', '5', '6', '8']"
نتح,26,4,7,3,2,"['1', '8']"
نتخ,26,4,8,3,1,['1']
نتر,26,4,11,3,3,"['1', '8', '10']"
نتش,26,4,14,3,1,['1']
نتض,26,4,16,3,1,['&mp;c']
نث,26,5,0,2,3,"['1', '2', 'R.Q.1']"
نثر,26,5,11,3,8,"['1', '2', '3', '4', '5', '6', '8', '10']"
نثل,26,5,24,3,1,['1']
نثى,26,5,29,3,2,"['1', '6']"
نج,26,6,0,2,3,"['1', 'R.Q.1', 'R.Q.2']"
نجآ,26,6,1,3,2,"['1', '5']"
نجب,26,6,3,3,5,"['1', '2', '3', '4', '8']"
نجث,26,6,5,3,5,"['1', '5', '6', '8', '10']"
نجح,26,6,7,3,5,"['1', '4', '5', '6', '10']"
نجد,26,6,9,3,6,"['1', '2', '3', '4', '5', '10']"
نجذ,26,6,10,3,2,"['1', '2']"
نجز,26,6,12,3,7,"['1', '2', '3', '4', '5', '6', '10']"
نجس,26,6,13,3,4,"['1', '2', '4', '5']"
نجش,26,6,14,3,2,"['1', '6']"
نجع,26,6,19,3,4,"['1', '2', '4', '8']"
نجم,26,6,25,3,1,['4']
نجو,26,6,28,3,4,"['1', '2', '4', '10']"
نح,26,7,0,2,3,"['1', 'R.Q.1', 'R.Q.2']"
نحب,26,7,3,3,5,"['1', '2', '3', '6', '8']"
نحر,26,7,11,3,4,"['1', '3', '6', '8']"
نحز,26,7,12,3,1,['1']
نحس,26,7,13,3,2,"['5', '10']"
نحس,26,7,13,3,4,"(1) ['1', '4', '6', '8']"
نحل,26,7,24,3,1,['1']
نحم,26,7,25,3,1,['1']
نحو,26,7,28,3,5,"['1', '2', '4', '5', '8']"
نخ,26,8,0,2,3,"['1', 'R.Q.1', 'R.Q.2']"
نخب,26,8,3,3,5,"['1', '4', '5', '8', '10']"
نخت,26,8,4,3,2,"['1', '2']"
نخت,26,8,4,3,2,"(1) ['1', '8']"
نخج,26,8,6,3,1,['1']
نخر,26,8,11,3,1,['1']
نخرب,26,8,11,4,1,(1) ['Q.1']
نخس,26,8,13,3,2,"['1', '4']"
نخل,26,8,24,3,3,"['1', '5', '8']"
نخو,26,8,28,3,1,['1']
ند,26,9,0,2,5,"['1', '2', '3', '4', '6']"
ندآ,26,9,1,3,2,"['1', 'Q.Q.1']"
ندب,26,9,3,3,4,"['1', '2', '4', '8']"
ندح,26,9,7,3,6,"['1', '2', '3', '5', '8', '9']"
ندر,26,9,11,3,4,"['1', '4', '6', '10']"
ندس,26,9,13,3,1,['5']
ندف,26,9,21,3,1,['1']
ندل,26,9,24,3,2,"['5', 'Q.Q.2']"
ندم,26,9,25,3,1,['1']
ندى,26,9,29,3,4,"['1', '2', '3', '5']"
نذر,26,10,11,3,5,"['1', '4', '6', '8', '10']"
نذل,26,10,24,3,1,['1']
نرب,26,11,3,3,1,['Q.Q.1']
نرج,26,11,6,3,1,['1']
نز,26,12,0,2,2,"['1', '4']"
نزآ,26,12,1,3,1,['1']
نزب,26,12,3,3,2,"['1', '6']"
نزح,26,12,7,3,3,"['1', '4', '8']"
نزر,26,12,11,3,4,"['1', '2', '4', '5']"
نزع,26,12,19,3,4,"['1', '3', '6', '8']"
نزف,26,12,21,3,1,['1']
نزل,26,12,24,3,5,"['1', '3', '4', '6', '10']"
نزه,26,12,27,3,2,"['2', '5']"
نزو,26,12,28,3,1,['1']
نس,26,13,0,2,2,"['1', 'R.Q.1']"
نسآ,26,13,1,3,6,"['1', '2', '4', '5', '8', '10']"
نسب,26,13,3,3,8,"['1', '3', '4', '5', '6', '8', '10', 'Q.Q.1']"
نسج,26,13,6,3,2,"['1', '8']"
نسح,26,13,7,3,1,['1']
نسح,26,13,7,3,2,"(1) ['1', '8']"
نسخ,26,13,8,3,4,"['1', '3', '4', '6']"
نسر,26,13,11,3,2,"['1', '10']"
نسف,26,13,21,3,2,"['1', '8']"
نسك,26,13,23,3,3,"['1', '4', '5']"
نسل,26,13,24,3,1,['8']
نسم,26,13,25,3,1,['5']
نسو,26,13,28,3,2,"['1', '6']"
نش,26,14,0,2,2,"['1', 'R.Q.1']"
نشآ,26,14,1,3,5,"['1', '2', '4', '5', '10']"
نشب,26,14,3,3,7,"['1', '2', '3', '4', '5', '6', '8']"
نشج,26,14,6,3,1,['1']
نشد,26,14,9,3,6,"['1', '3', '4', '5', '6', '10']"
نشر,26,14,11,3,8,"['1', '2', '3', '4', '5', '6', '8', '10']"
نشز,26,14,12,3,2,"['1', '4']"
نشط,26,14,17,3,5,"['1', '2', '4', '5', '8']"
نشع,26,14,19,3,1,['&mp;c']
نشف,26,14,21,3,3,"['1', '2', '4']"
نشق,26,14,22,3,2,"['5', '10']"
نص,26,15,0,2,6,"['1', '2', '3', '6', '8', 'R.Q.1']"
نصآ,26,15,1,3,1,['1']
نصب,26,15,3,3,4,"['1', '4', '8', '10']"
نصب,26,15,3,3,7,"(1) ['1', '2', '3', '4', '5', '6', '8']"
نصح,26,15,7,3,7,"['1', '3', '4', '5', '6', '8', '10']"
نصر,26,15,11,3,7,"['1', '2', '3', '5', '6', '8', '10']"
نصع,26,15,19,3,1,['1']
نصف,26,15,21,3,2,"['4', '8']"
نصى,26,15,29,3,1,['5']
نض,26,16,0,2,8,"['1', '2', '4', '5', '8', '10', 'R.Q.1', 'R.Q.2']"
نضب,26,16,3,3,3,"['1', '2', '4']"
نضج,26,16,6,3,4,"['1', '2', '4', '10']"
نضح,26,16,7,3,5,"['1', '3', '8', '9', '11']"
نضح,26,16,7,3,6,"(1) ['1', '3', '4', '5', '8', '10']"
نضد,26,16,9,3,4,"['1', '2', '5', '8']"
نضر,26,16,11,3,3,"['1', '2', '4']"
نضل,26,16,24,3,2,"['1', '3']"
نضو,26,16,28,3,1,['1']
نطآ,26,17,1,3,1,['1']
نطب,26,17,3,3,3,"['1', '3', '4']"
نطح,26,17,7,3,4,"['1', '3', '6', '8']"
نطر,26,17,11,3,1,['1']
نطس,26,17,13,3,3,"['1', '4', '5']"
نطع,26,17,19,3,1,['5']
نطق,26,17,22,3,4,"['1', '3', '6', '10']"
نطو,26,17,28,3,1,['8']
نظر,26,18,11,3,8,"['1', '2', '3', '4', '5', '6', '8', '10']"
نظف,26,18,21,3,1,['10']
نظم,26,18,25,3,2,"['1', '8']"
نعب,26,19,3,3,2,"['1', '4']"
نعت,26,19,4,3,4,"['1', '4', '8', '10']"
نعث,26,19,5,3,3,"['1', '4', '8']"
نعج,26,19,6,3,2,"['1', '4']"
نعر,26,19,11,3,1,['1']
نعس,26,19,13,3,3,"['1', '4', '6']"
نعش,26,19,14,3,4,"['1', '2', '4', '8']"
نعظ,26,19,18,3,3,"['1', '4', '8']"
نعق,26,19,22,3,1,['1']
نعل,26,19,24,3,4,"['1', '2', '4', '8']"
نعم,26,19,25,3,5,"['1', '2', '3', '4', '5']"
نعو,26,19,28,3,1,['1']
نغب,26,20,3,3,1,['1']
نغت,26,20,4,3,1,['1']
نغر,26,20,11,3,3,"['1', '5', '6']"
نغص,26,20,15,3,5,"['1', '2', '4', '5', '6']"
نغض,26,20,16,3,3,"['1', '4', '5']"
نغم,26,20,25,3,3,"['1', '2', '5']"
نغو,26,20,28,3,1,['3']
نفت,26,21,4,3,2,"['1', '6']"
نفث,26,21,5,3,1,['1']
نفج,26,21,6,3,5,"['1', '4', '5', '8', '10']"
نفخ,26,21,8,3,4,"['1', '2', '5', '8']"
نفد,26,21,9,3,6,"['1', '4', '3', '6', '8', '10']"
نفذ,26,21,10,3,5,"['1', '2', '3', '4', '6']"
نفر,26,21,11,3,7,"['1', '2', '3', '4', '5', '6', '10']"
نفز,26,21,12,3,3,"['1', '2', '6']"
نفس,26,21,13,3,6,"['1', '2', '3', '4', '5', '6']"
نفش,26,21,14,3,5,"['1', '2', '4', '5', '8']"
نفض,26,21,16,3,6,"['1', '2', '4', '5', '8', '10']"
نفط,26,21,17,3,5,"['1', '3', '4', '5', '6']"
نفع,26,21,19,3,4,"['1', '2', '8', '10']"
نفق,26,21,22,3,4,"['1', '3', '4', '5']"
نفل,26,21,24,3,1,['2']
نفى,26,21,29,3,4,"['1', '3', '6', '8']"
نقب,26,22,3,3,6,"['1', '2', '3', '4', '5', '8']"
نقت,26,22,4,3,1,['1']
نقث,26,22,5,3,4,"['1', '2', '5', '8']"
نقح,26,22,7,3,5,"['1', '2', '4', '5', '8']"
نقخ,26,22,8,3,2,"['1', '8']"
نقد,26,22,9,3,5,"['1', '3', '4', '5', '8']"
نقذ,26,22,10,3,5,"['1', '2', '4', '5', '10']"
نقر,26,22,11,3,5,"['1', '2', '4', '5', '8']"
نقز,26,22,12,3,2,"['1', '2']"
نقس,26,22,13,3,3,"['1', '2', '8']"
نقش,26,22,14,3,6,"['1', '2', '3', '4', '5', '8']"
نقص,26,22,15,3,7,"['1', '2', '4', '5', '6', '8', '10']"
نقض,26,22,16,3,8,"['1', '2', '3', '4', '5', '6', '8', '11']"
نقط,26,22,17,3,3,"['1', '2', '5']"
نقع,26,22,19,3,3,"['1', '4', '10']"
نقل,26,22,24,3,3,"['1', '5', '8']"
نقم,26,22,25,3,2,"['1', '8']"
نقمه,26,22,25,4,1,(1) ['1']
نقى,26,22,29,3,2,"['2', '10']"
نكآ,26,23,1,3,2,"['1', '8']"
نكب,26,23,3,3,4,"['1', '2', '5', '8']"
نكت,26,23,4,3,3,"['1', '2', '8']"
نكث,26,23,5,3,4,"['1', '5', '6', '8']"
نكح,26,23,7,3,5,"['1', '3', '4', '6', '10']"
نكد,26,23,9,3,6,"['1', '2', '3', '4', '5', '6']"
نكر,26,23,11,3,7,"['1', '2', '3', '4', '5', '6', '10']"
نكز,26,23,12,3,1,['4']
نكس,26,23,13,3,4,"['1', '2', '5', '8']"
نكش,26,23,14,3,2,"['1', '8']"
نكص,26,23,15,3,2,"['1', '8']"
نكف,26,23,21,3,3,"['1', '5', '10']"
نكل,26,23,24,3,1,['1']
نكى,26,23,29,3,1,['1']
نم,26,25,0,2,2,"['1', 'R.Q.1']"
نمر,26,25,11,3,3,"['1', '2', '5']"
نمس,26,25,13,3,6,"['1', '2', '3', '4', '5', '7']"
نمش,26,25,14,3,2,"['1', '2']"
نمط,26,25,17,3,1,['2']
نمل,26,25,24,3,2,"['2', '5']"
نمى,26,25,29,3,3,"['1', '4', '8']"
نه,26,27,0,2,1,['R.Q.1']
نهآ,26,27,1,3,2,"['1', '4']"
نهب,26,27,3,3,5,"['1', '3', '4', '6', '8']"
نهت,26,27,4,3,1,['1']
نهج,26,27,6,3,3,"['1', '4', '10']"
نهد,26,27,9,3,6,"['1', '2', '3', '4', '5', '6']"
نهر,26,27,11,3,4,"['1', '4', '8', '10']"
نهز,26,27,12,3,4,"['1', '3', '6', '8']"
نهس,26,27,13,3,2,"['1', '8']"
نهش,26,27,14,3,2,"['1', '8']"
نهض,26,27,16,3,6,"['1', '3', '4', '6', '8', '10']"
نهك,26,27,23,3,2,"['1', '8']"
نهم,26,27,25,3,1,['1']
نهى,26,27,29,3,3,"['1', '6', '8']"
نوآ,26,28,1,3,4,"['1', '3', '4', '10']"
نوب,26,28,3,3,6,"['1', '3', '4', '6', '8', '10']"
نوت,26,28,4,3,1,['1']
نوح,26,28,7,3,5,"['1', '3', '5', '6', '10']"
نوخ,26,28,8,3,5,"['1', '2', '4', '5', '10']"
نور,26,28,11,3,5,"['1', '2', '4', '8', '10']"
نوس,26,28,13,3,3,"['1', '4', '5']"
نوش,26,28,14,3,4,"['1', '3', '6', '8']"
نوص,26,28,15,3,3,"['1', '3', '10']"
نوط,26,28,17,3,3,"['1', '2', '8']"
نوع,26,28,19,3,1,['5']
نوق,26,28,22,3,2,"['2', '5']"
نول,26,28,24,3,4,"['1', '3', '5', '6']"
نوه,26,28,27,3,2,"['1', '2']"
نوى,26,28,29,3,2,"['1', '8']"
نيآ,26,29,1,3,3,"['1', '2', '4']"
نيب,26,29,3,3,3,"['1', '2', '5']"
نيت,26,29,4,3,1,['1']
نير,26,29,11,3,3,"['1', '2', '4']"
نيط,26,29,17,3,2,"['1', '8']"
نيف,26,29,21,3,1,['1']
نيك,26,29,23,3,1,['1']
نيل,26,29,24,3,3,"['1', '4', '6']"
هآ,27,1,0,2,1,['R.Q.1']
هب,27,3,0,2,8,"['1', '2', '4', '5', '8', '10', 'R.Q.1', 'R.Q.2']"
هبت,27,3,4,3,1,['1']
هبث,27,3,5,3,2,"['1', 'Q.Q.1']"
هبج,27,3,6,3,3,"['1', '2', '5']"
هبخ,27,3,8,3,1,['Q.Q.3']
هبد,27,3,9,3,2,"['1', '5']"
هبر,27,3,11,3,1,['1']
هبش,27,3,14,3,4,"['1', '2', '5', '8']"
هبط,27,3,17,3,4,"['1', '4', '5', '7']"
هبل,27,3,24,3,2,"['1', '8']"
هبو,27,3,28,3,1,['1']
هت,27,4,0,2,2,"['1', 'R.Q.1']"
هتآ,27,4,1,3,2,"['1', '5']"
هتر,27,4,11,3,6,"['1', '3', '4', '5', '6', '10']"
هتك,27,4,23,3,1,['1']
هث,27,5,0,2,2,"['1', 'R.Q.1']"
هج,27,6,0,2,7,"['1', '2', '3', '4', '8', '10', 'R.Q.1']"
هجآ,27,6,1,3,3,"['1', '4', '5']"
هجب,27,6,3,3,1,['1']
هجد,27,6,9,3,4,"['1', '2', '4', '5']"
هجر,27,6,11,3,7,"['1', '2', '3', '4', '5', '6', '8']"
هجس,27,6,13,3,2,"['1', '5']"
هجع,27,6,19,3,1,['5']
هجم,27,6,25,3,1,['1']
هجن,27,6,26,3,1,['1']
هجو,27,6,28,3,2,"['1', '3']"
هد,27,9,0,2,6,"['1', '2', '5', '7', '10', 'R.Q.1']"
هدآ,27,9,1,3,2,"['1', '4']"
هدب,27,9,3,3,5,"['1', '2', '4', '5', '8']"
هدج,27,9,6,3,4,"['1', '2', '5', '10']"
هدر,27,9,11,3,4,"['1', '2', '4', '6']"
هدف,27,9,21,3,1,['10']
هدل,27,9,24,3,2,"['1', '5']"
هدم,27,9,25,3,3,"['1', '6', '7']"
هدى,27,9,29,3,4,"['1', '4', '6', '8']"
هذ,27,10,0,2,1,['1']
هذ,27,10,0,2,2,"(1) ['1', '8']"
هذآ,27,10,1,3,2,"['1', '5']"
هذب,27,10,3,3,5,"['1', '2', '3', '4', '5']"
هذر,27,10,11,3,2,"['1', '4']"
هذرب,27,10,11,4,1,(1) ['Q.1']
هذلم,27,10,24,4,1,['Q.1']
هذى,27,10,29,3,2,"['1', '3']"
هر,27,11,0,2,1,['1']
هر,27,11,0,2,3,"(1) ['1', '3', '4']"
هرا,27,11,2,3,4,"['1', '2', '4', '5']"
هرب,27,11,3,3,4,"['1', '2', '4', '6']"
هرت,27,11,4,3,2,"['1', '2']"
هرج,27,11,6,3,5,"['1', '2', '4', '6', '7']"
هرجب,27,11,6,4,1,(1) ['Q.1']
هرد,27,11,9,3,3,"['1', '2', '5']"
هردب,27,11,9,4,1,(1) ['Q.1']
هرس,27,11,13,3,1,['1']
هرش,27,11,14,3,5,"['1', '2', '3', '6', '8']"
هرق,27,11,22,3,2,"['1', '4']"
هرل,27,11,24,3,1,['Q.Q.1']
هرم,27,11,25,3,1,['1']
هز,27,12,0,2,6,"['1', '2', '5', '8', 'R.Q.1', 'R.Q.2']"
هزآ,27,12,1,3,4,"['1', '4', '5', '10']"
هزج,27,12,6,3,4,"['1', '2', '4', '5']"
هزرب,27,12,11,4,1,['Q.1']
هزع,27,12,19,3,1,['&mp;c']
هزل,27,12,24,3,2,"['1', '3']"
هزلج,27,12,24,4,1,(1) ['Q.1']
هزم,27,12,25,3,1,['7']
هسد,27,13,9,3,1,['&mp;c']
هش,27,14,0,2,5,"['1', '2', '8', '10', 'R.Q.1']"
هشر,27,14,11,3,1,['&mp;c']
هشم,27,14,25,3,3,"['1', '2', '5']"
هصب,27,15,3,3,1,['1']
هصر,27,15,11,3,4,"['1', '5', '7', '8']"
هصم,27,15,25,3,1,['&mp;c']
هض,27,16,0,2,5,"['1', '2', '7', '8', 'R.Q.1']"
هضب,27,16,3,3,4,"['1', '4', '8', '10']"
هضم,27,16,25,3,4,"['1', '5', '7', '8']"
هطل,27,17,24,3,1,['1']
هفت,27,21,4,3,3,"['1', '6', '7']"
هفو,27,21,28,3,1,['1']
هك,27,23,0,2,1,['1']
هل,27,24,0,2,2,"['4', '10']"
هلب,27,24,3,3,6,"['1', '2', '4', '5', '7', '8']"
هلت,27,24,4,3,2,"['1', '7']"
هلك,27,24,23,3,6,"['1', '2', '4', '6', '8', '10']"
هم,27,25,0,2,4,"['1', '4', '7', '8']"
همآ,27,25,1,3,4,"['1', '4', '5', '7']"
همت,27,25,4,3,2,"['1', '4']"
همج,27,25,6,3,2,"['1', '4']"
همد,27,25,9,3,2,"['1', '4']"
همر,27,25,11,3,3,"['1', '7', '8']"
همرج,27,25,11,4,1,(1) ['Q.1']
همز,27,25,12,3,2,"['1', '7']"
همس,27,25,13,3,3,"['1', '3', '6']"
همش,27,25,14,3,1,['8']
همل,27,25,24,3,3,"['1', '4', '7']"
هملج,27,25,24,4,1,(1) ['Q.1']
هنآ,27,26,1,3,6,"['1', '2', '4', '5', '8', '10']"
هنبت,27,26,3,4,1,['Q.1']
هنتب,27,26,4,4,1,['Q.1']
هند,27,26,9,3,1,['2']
هنر,27,26,11,3,1,['4']
هنم,27,26,25,3,1,['Q.Q.1']
هوآ,27,28,1,3,2,"['1', '3']"
هوب,27,28,3,3,1,['1']
هوت,27,28,4,3,1,['2']
هوج,27,28,6,3,3,"['1', '4', '5']"
هود,27,28,9,3,4,"['1', '2', '3', '5']"
هور,27,28,11,3,5,"['1', '2', '5', '7', '8']"
هوش,27,28,14,3,5,"['1', '2', '3', '5', '6']"
هوم,27,28,25,3,1,['2']
هون,27,28,26,3,5,"['1', '2', '4', '6', '10']"
هوى,27,28,29,3,4,"['1', '4', '5', '7']"
هيآ,27,29,1,3,4,"['1', '2', '5', '6']"
هيب,27,29,3,3,5,"['1', '2', '4', '5', '8']"
هيت,27,29,4,3,2,"['2', '3']"
هيث,27,29,5,3,5,"['1', '3', '5', '6', '10']"
هيج,27,29,6,3,7,"['1', '2', '3', '4', '5', '6', '8']"
هيد,27,29,9,3,2,"['1', '2']"
هير,27,29,11,3,2,"['2', '5']"
هيش,27,29,14,3,2,"['1', '5']"
هيض,27,29,16,3,5,"['1', '2', '5', '7', '8']"
هيط,27,29,17,3,3,"['1', '3', '6']"
هيف,27,29,21,3,1,['5']
هيل,27,29,24,3,1,['7']
هيم,27,29,25,3,1,['2']
هين,27,29,26,3,1,['1']
وآ,28,1,0,2,1,['R.Q.1']
وآب,28,1,3,3,3,"['1', '4', '8']"
وآد,28,1,9,3,3,"['1', '5', '8']"
وآر,28,1,11,3,2,"['1', '10']"
وآل,28,1,24,3,1,['1']
وآم,28,1,25,3,1,['3']
وآى,28,1,29,3,1,['1']
وب,28,3,0,2,2,"['1', 'R.Q.1']"
وبآ,28,3,1,3,5,"['1', '2', '4', '5', '10']"
وبت,28,3,4,3,1,['1']
وبخ,28,3,8,3,1,['2']
وبد,28,3,9,3,1,['1']
وبر,28,3,11,3,1,['1']
وبر,28,3,11,3,2,"(1) ['1', '4']"
وبش,28,3,14,3,1,['2']
وبص,28,3,15,3,2,"['1', '4']"
وبل,28,3,24,3,1,['1']
وبه,28,3,27,3,1,['1']
وبى,28,3,29,3,2,"['1', '4']"
وتا,28,4,2,3,1,['1']
وتب,28,4,3,3,1,['1']
وتح,28,4,7,3,4,"['1', '2', '4', '5']"
وتد,28,4,9,3,2,"['1', '2']"
وتر,28,4,11,3,6,"['1', '2', '3', '4', '5', '6']"
وتى,28,4,29,3,2,"['3', '4']"
وثا,28,5,2,3,2,"['1', '4']"
وثب,28,5,3,3,6,"['1', '2', '3', '4', '5', '6']"
وثج,28,5,6,3,3,"['1', '4', '10']"
وثر,28,5,11,3,4,"['1', '2', '4', '10']"
وثق,28,5,22,3,4,"['1', '4', '5', '10']"
وجآ,28,6,1,3,4,"['1', '2', '4', '8']"
وجب,28,6,3,3,6,"['1', '2', '3', '4', '6', '10']"
وجح,28,6,7,3,3,"['1', '2', '4']"
وجد,28,6,9,3,4,"['1', '4', '5', '6']"
وجر,28,6,11,3,4,"['1', '4', '5', '8']"
وجز,28,6,12,3,3,"['1', '4', '5']"
وجس,28,6,13,3,5,"['1', '2', '4', '5', '10']"
وجع,28,6,19,3,3,"['1', '4', '5']"
وجه,28,6,27,3,5,"['2', '3', '4', '5', '8']"
وجى,28,6,29,3,2,"['1', '5']"
وح,28,7,0,2,1,['R.Q.1']
وحد,28,7,9,3,6,"['1', '2', '4', '5', '8', '10']"
وحش,28,7,14,3,5,"['1', '2', '4', '5', '10']"
وحف,28,7,21,3,2,"['5', '8']"
وحم,28,7,25,3,1,['1']
وحى,28,7,29,3,1,['4']
وخ,28,8,0,2,1,['R.Q.1']
وخد,28,8,9,3,1,['1']
وخذ,28,8,10,3,1,['1']
وخز,28,8,12,3,1,['1']
وخش,28,8,14,3,1,['1']
وخط,28,8,17,3,2,"['1', '5']"
وخف,28,8,21,3,1,['&mp;c']
وخف,28,8,21,3,3,"(1) ['1', '2', '4']"
وخم,28,8,25,3,2,"['5', '10']"
وخى,28,8,29,3,2,"['3', '5']"
ود,28,9,0,2,5,"['1', '3', '4', '5', '6']"
ودآ,28,9,1,3,3,"['1', '2', '5']"
ودج,28,9,6,3,3,"['1', '2', '3']"
ودح,28,9,7,3,1,['4']
ودر,28,9,11,3,1,['&mp;c']
ودع,28,9,19,3,8,"['1', '2', '3', '5', '6', '7', '8', '10']"
ودى,28,9,29,3,3,"['1', '3', '4']"
وذآ,28,10,1,3,2,"['1', '8']"
وذح,28,10,7,3,1,['1']
وذر,28,10,11,3,1,['1']
وذف,28,10,21,3,1,['&mp;c']
وذم,28,10,25,3,1,['4']
ورآ,28,11,1,3,4,"['1', '2', '5', '10']"
ورب,28,11,3,3,3,"['1', '2', '3']"
ورث,28,11,5,3,4,"['1', '2', '4', '6']"
ورخ,28,11,8,3,5,"['1', '2', '4', '5', '10']"
ورد,28,11,9,3,8,"['1', '2', '3', '4', '5', '6', '10', '11']"
ورس,28,11,13,3,3,"['1', '2', '4']"
ورش,28,11,14,3,2,"['1', '2']"
ورط,28,11,17,3,6,"['1', '2', '3', '4', '5', '10']"
ورع,28,11,19,3,1,['1']
ورف,28,11,21,3,1,['1']
ورم,28,11,25,3,2,"['1', '4']"
ورى,28,11,29,3,5,"['1', '2', '3', '4', '10']"
وزآ,28,12,1,3,3,"['1', '2', '5']"
وزب,28,12,3,3,2,"['1', '4']"
وزر,28,12,11,3,6,"['1', '3', '4', '5', '8', '10']"
وزغ,28,12,20,3,1,['4']
وزن,28,12,26,3,3,"['1', '3', '8']"
وزى,28,12,29,3,1,['3']
وس,28,13,0,2,1,['R.Q.1']
وسب,28,13,3,3,2,"['1', '4']"
وسج,28,13,6,3,2,"['1', '4']"
وسخ,28,13,8,3,6,"['1', '2', '4', '5', '8', '10']"
وسد,28,13,9,3,3,"['2', '4', '5']"
وسط,28,13,17,3,3,"['1', '2', '5']"
وسع,28,13,19,3,5,"['1', '2', '4', '5', '8']"
وسل,28,13,24,3,3,"['1', '2', '5']"
وسم,28,13,25,3,2,"['1', '5']"
وسى,28,13,29,3,3,"['3', '4', '6']"
وش,28,14,0,2,2,"['R.Q.1', 'R.Q.2']"
وشج,28,14,6,3,2,"['1', '2']"
وشح,28,14,7,3,3,"['2', '5', '8']"
وشر,28,14,11,3,2,"['1', '10']"
وشق,28,14,22,3,1,['8']
وشك,28,14,23,3,1,['3']
وشم,28,14,25,3,2,"['4', '8']"
وشى,28,14,29,3,1,['1']
وص,28,15,0,2,2,"['2', 'R.Q.1']"
وصآ,28,15,1,3,1,['1']
وصب,28,15,3,3,5,"['1', '2', '3', '4', '5']"
وصد,28,15,9,3,2,"['4', '10']"
وصف,28,15,21,3,1,['&mp;c']
وصف,28,15,21,3,4,"(1) ['1', '4', '8', '10']"
وصل,28,15,24,3,6,"['1', '2', '3', '4', '5', '8']"
وصى,28,15,29,3,3,"['2', '4', '6']"
وضآ,28,16,1,3,4,"['1', '2', '3', '5']"
وضح,28,16,7,3,6,"['1', '2', '4', '5', '8', '10']"
وضخ,28,16,8,3,4,"['1', '3', '4', '6']"
وضر,28,16,11,3,2,"['1', '2']"
وضع,28,16,19,3,5,"['1', '2', '4', '6', '8']"
وضف,28,16,21,3,1,['4']
وط,28,17,0,2,3,"['1', 'R.Q.1', 'R.Q.2']"
وطآ,28,17,1,3,8,"['1', '2', '3', '4', '5', '6', '8', '10']"
وطث,28,17,5,3,1,['1']
